,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,vwap,Day_Perc_Change,Trend
103,2018-09-04,77.25,77.95,77.95,74.75,75.7,75.3,76.2,260088,19819286.5,4262,180536,69.41,9,2018,73.74682442883642,-0.025242718446601975,Slight or No change
104,2018-09-05,75.3,75.7,75.8,73.5,75.0,75.1,74.56,361462,26950232.25,4064,200517,55.47,9,2018,73.74858474835955,-0.0026560424966799445,Slight or No change
105,2018-09-06,75.1,76.75,76.75,73.65,75.5,74.75,75.04,690622,51824269.6,6745,356536,51.63,9,2018,73.75106760255612,-0.0046604527296936205,Slight or No change
106,2018-09-07,74.75,74.95,75.6,73.95,74.5,74.25,74.5,160831,11981108.5,2584,74811,46.52,9,2018,73.75135551298112,-0.006688963210702337,Slight or No change
107,2018-09-10,74.25,73.5,74.8,73.25,73.6,73.4,73.79,91188,6728854.8,1071,55005,60.32,9,2018,73.75124059491264,-0.011447811447811373,Slight or No change
108,2018-09-11,73.4,74.35,75.5,72.5,73.1,73.4,74.12,264606,19611632.4,2860,108510,41.01,9,2018,73.75090755501736,0.0,Slight or No change
109,2018-09-12,73.4,73.4,74.7,73.15,74.4,74.3,74.1,129195,9573916.65,1333,78214,60.54,9,2018,73.75116164177562,0.012261580381471182,Slight or No change
110,2018-09-14,74.3,74.35,74.6,73.1,73.1,73.25,73.64,146668,10801020.2,3382,106094,72.34,9,2018,73.75089850838243,-0.014131897711978425,Slight or No change
111,2018-09-17,73.25,73.25,78.15,72.8,77.65,76.65,76.58,1686972,129179893.25,18193,1208887,71.66,9,2018,73.76830131186752,0.04641638225255984,Slight or No change
112,2018-09-18,76.65,75.75,77.3,74.4,74.45,74.8,75.54,141419,10683209.9,1923,96624,68.32,9,2018,73.7688202195172,-0.0241356816699283,Slight or No change
113,2018-09-19,74.8,74.8,75.75,73.0,73.6,74.05,74.01,160800,11900888.5,2161,94663,58.87,9,2018,73.76898093261242,-0.010026737967914423,Slight or No change
114,2018-09-21,74.05,74.35,77.85,71.0,73.6,73.85,74.63,1927513,143844478.15,19345,1574465,81.68,9,2018,73.76953224825708,-0.0027008777852802757,Slight or No change
115,2018-09-24,73.85,73.75,74.15,70.55,71.0,71.15,71.94,159664,11485810.75,3967,104992,65.76,9,2018,73.76805653565141,-0.036560595802301865,Slight or No change
116,2018-09-25,71.15,70.95,72.25,68.7,72.2,71.8,70.58,228892,16156299.65,1933,159118,69.52,9,2018,73.7664683962613,0.009135628952916308,Slight or No change
117,2018-09-26,71.8,71.95,73.0,71.0,72.1,72.55,71.97,159136,11453585.55,6721,69473,43.66,9,2018,73.76578629929794,0.010445682451253546,Slight or No change
118,2018-09-27,72.55,72.0,73.7,71.0,72.7,72.95,72.52,192994,13995058.35,2696,112552,58.32,9,2018,73.76523192659852,0.005513439007581056,Slight or No change
119,2018-09-28,72.95,73.7,75.4,70.0,72.55,72.6,71.75,585703,42024399.55,8152,331494,56.6,9,2018,73.76283377459876,-0.004797806716929531,Slight or No change
120,2018-10-01,72.6,72.4,72.45,68.5,70.5,70.6,70.13,378126,26519802.0,11448,231166,61.13,10,2018,73.75863692765529,-0.02754820936639124,Slight or No change
121,2018-10-03,70.6,70.0,71.4,68.0,69.55,69.9,70.23,151001,10604145.5,5183,86959,57.59,10,2018,73.75659333707259,-0.009915014164305735,Slight or No change
122,2018-10-04,69.9,68.0,70.9,68.0,68.6,69.7,69.16,235102,16259509.65,4655,97497,41.47,10,2018,73.75325107897865,-0.0028612303290415086,Slight or No change
123,2018-10-05,69.7,69.0,69.0,65.4,65.6,66.9,67.35,375621,25297922.1,5902,311717,82.99,10,2018,73.74424164750756,-0.04017216642754662,Slight or No change
124,2018-10-08,66.9,66.0,69.0,66.0,68.5,68.2,68.13,300450,20468300.65,13145,212575,70.75,10,2018,73.7384178159884,0.01943198804185342,Slight or No change
125,2018-10-09,68.2,68.2,70.2,68.2,70.0,70.0,69.43,242149,16813461.15,8162,166895,68.92,10,2018,73.73525555694148,0.02639296187683282,Slight or No change
126,2018-10-10,70.0,70.0,72.4,69.1,71.0,71.4,71.79,774434,55596173.3,12311,688350,88.88,10,2018,73.7289550941308,0.020000000000000018,Slight or No change
127,2018-10-11,71.4,69.65,70.0,68.6,69.5,69.5,69.41,199933,13876708.95,7537,158503,79.28,10,2018,73.72601156193632,-0.02661064425770321,Slight or No change
128,2018-10-12,69.5,70.0,72.8,69.25,69.7,69.75,70.9,651319,46181435.9,2241,590872,90.72,10,2018,73.71701640018286,0.003597122302158251,Slight or No change
129,2018-10-15,69.75,69.9,70.6,68.7,69.2,69.35,69.12,150496,10402228.15,2083,110263,73.27,10,2018,73.71473474294032,-0.005734767025089682,Slight or No change
130,2018-10-16,69.35,69.0,70.5,69.0,69.3,69.45,69.83,126452,8830071.6,2057,84877,67.12,10,2018,73.71286333815102,0.0014419610670513006,Slight or No change
131,2018-10-17,69.45,70.5,71.5,66.65,68.0,67.7,68.72,228628,15712247.05,3700,115694,50.6,10,2018,73.70809665441794,-0.025197984161267062,Slight or No change
132,2018-10-19,67.7,66.4,69.15,66.25,68.3,68.95,68.21,248425,16945275.85,4489,136924,55.12,10,2018,73.70400159498844,0.01846381093057614,Slight or No change
133,2018-10-22,68.95,68.9,69.9,66.15,68.0,67.4,67.15,467024,31359332.5,8438,238734,51.12,10,2018,73.69381837664545,-0.02248005801305286,Slight or No change
134,2018-10-23,67.4,68.0,68.0,66.0,66.55,67.0,66.73,258613,17257085.35,5570,139156,53.81,10,2018,73.68783611344624,-0.005934718100890302,Slight or No change
135,2018-10-24,67.0,67.85,68.15,66.1,67.05,66.55,66.68,125273,8353526.65,3499,65032,51.91,10,2018,73.68474740212635,-0.006716417910447858,Slight or No change
136,2018-10-25,66.55,66.05,67.6,65.5,67.6,66.95,66.47,102269,6797975.85,2159,56349,55.1,10,2018,73.68236911000227,0.006010518407212784,Slight or No change
137,2018-10-26,66.95,67.8,69.1,66.4,69.0,68.65,67.83,169673,11509515.95,3424,108747,64.09,10,2018,73.67942244522938,0.025392083644510954,Slight or No change
138,2018-10-29,68.65,67.3,69.55,67.3,68.85,68.75,68.7,149909,10299237.3,3974,73223,48.84,10,2018,73.67687359315377,0.0014566642388929019,Slight or No change
139,2018-10-30,68.75,67.3,70.6,67.3,68.75,68.95,69.21,358809,24833794.05,4392,234246,65.28,10,2018,73.67103079279457,0.0029090909090909722,Slight or No change
140,2018-10-31,68.95,69.45,70.35,68.1,70.1,69.25,69.0,378726,26130593.35,5271,286094,75.54,10,2018,73.66527021376154,0.00435097897026826,Slight or No change
141,2018-11-01,69.25,71.4,72.0,68.4,68.4,68.7,69.77,412663,28792492.05,9246,172105,41.71,11,2018,73.65823074730433,-0.007942238267148016,Slight or No change
142,2018-11-02,68.7,69.2,69.9,68.5,68.85,68.95,69.2,284727,19703273.45,7449,146674,51.51,11,2018,73.65362963223588,0.00363901018922852,Slight or No change
143,2018-11-05,68.95,68.8,69.6,68.0,68.45,68.3,68.75,94500,6496771.1,1142,49478,52.36,11,2018,73.65189376703869,-0.009427121102248082,Slight or No change
144,2018-11-06,68.3,69.4,69.4,67.5,67.85,67.75,68.33,81838,5592248.8,2579,33923,41.45,11,2018,73.65023700426134,-0.008052708638360162,Slight or No change
145,2018-11-07,67.75,68.05,69.4,68.05,69.35,69.05,68.87,30125,2074836.95,524,23661,78.54,11,2018,73.64976169495114,0.01918819188191878,Slight or No change
146,2018-11-09,69.05,69.0,70.3,68.45,70.0,69.75,69.79,137952,9627858.8,4058,92817,67.28,11,2018,73.64791740291122,0.010137581462708267,Slight or No change
147,2018-11-12,69.75,68.7,70.8,68.7,69.7,69.6,69.99,122387,8566201.85,4946,70252,57.4,11,2018,73.64621975205583,-0.0021505376344086446,Slight or No change
148,2018-11-13,69.6,69.6,70.8,68.95,69.1,69.4,69.93,132784,9285567.7,4907,81821,61.62,11,2018,73.64428853053546,-0.002873563218390607,Slight or No change
149,2018-11-14,69.4,71.3,74.5,70.5,72.3,71.95,71.96,1379963,99297106.2,27644,973105,70.52,11,2018,73.63631793484655,0.036743515850144126,Slight or No change
150,2018-11-15,71.95,72.0,72.35,71.05,71.95,71.95,71.88,278950,20052257.3,5164,209291,75.03,11,2018,73.6347158371679,0.0,Slight or No change
151,2018-11-16,71.95,72.5,72.5,70.0,71.75,71.85,71.6,401007,28714071.65,5383,257271,64.16,11,2018,73.63228166406459,-0.001389854065323215,Slight or No change
152,2018-11-19,71.85,72.0,73.05,71.15,71.15,71.45,71.95,236216,16995221.7,6895,186372,78.9,11,2018,73.63052979451344,-0.005567153792623403,Slight or No change
153,2018-11-20,71.45,72.0,72.0,70.5,72.0,71.9,71.7,295758,21206073.45,4059,221446,74.87,11,2018,73.62879215000476,0.006298110566830051,Slight or No change
154,2018-11-21,71.9,71.95,72.0,70.95,72.0,71.95,71.88,280442,20158763.45,2794,213255,76.04,11,2018,73.62719527091022,0.0006954102920722072,Slight or No change
155,2018-11-22,71.95,72.0,74.8,71.5,73.35,73.3,73.18,988530,72340368.1,12626,363030,36.72,11,2018,73.62610188063427,0.018763029881862403,Slight or No change
